,chip,month,score
7589,df6c5f22,11,0.44599999999999995
7590,df73640d,8,0.976
7591,df7576aa,9,0.923
7592,df8ab57e,0,0.956
7593,df941bfb,0,0.964
7594,df991d22,10,0.922
7595,df9dfc70,8,0.957
7596,dfa150fb,9,0.943
7597,dfa93e09,8,0.986
7598,dfbf8aca,7,0.966
7599,dfc46834,8,0.965
7600,dfd3ae49,8,0.908
7601,dfe67f77,8,0.929
7602,dfef7fab,10,0.974
7603,dff30b15,9,0.964
7604,dffc3296,8,0.956
7605,dffe7b1a,8,0.964
7606,e0075687,5,0.962
7607,e008de0b,0,0.972
7608,e0141b8f,0,0.923
7609,e0169c56,10,0.901
7610,e0169f74,7,0.966
7611,e01a9e73,11,0.983
7612,e01eabcf,10,0.949
7613,e02075d9,8,0.945
7614,e0273065,9,0.967
7615,e02848ab,8,0.928
7616,e029bd7f,9,0.916
7617,e02bc68f,9,0.965
7618,e02d131e,10,0.948
7619,e0483ea4,7,0.924
7620,e04a012a,9,0.968
7621,e04eea2a,11,0.947
7622,e04f970e,1,0.621
7623,e053e1fb,0,0.914
7624,e066b748,4,0.962
7625,e07d7f82,7,0.955
7626,e085b51b,4,0.977
7627,e0974dec,8,0.976
7628,e0a366c7,10,0.905
7629,e0af476c,8,0.957
7630,e0b64e47,11,0.944
7631,e0bb3f65,7,0.954
7632,e0bf044f,8,0.925
7633,e0cea34a,7,0.945
7634,e0d23761,8,0.937
7635,e0d53f53,7,0.9390000000000001
7636,e0d8f069,9,0.963
7637,e0ea6500,9,0.962
7638,e0f68092,11,0.909
7639,e102d0a0,0,0.963
7640,e1194ae0,1,0.919
7641,e11d7995,8,0.968
7642,e12ca5bd,9,0.963
7643,e132c893,9,0.962
7644,e133b25b,0,0.945
7645,e142cb83,7,0.909
7646,e149e6f0,10,0.918
7647,e15606b7,8,0.9299999999999999
7648,e15f73a7,0,0.9390000000000001
7649,e16873d4,9,0.952
7650,e169f0d4,8,0.985
7651,e16ac34d,7,0.908
7652,e16fbc4e,0,0.938
7653,e1760f26,0,0.971
7654,e176b9b9,1,0.971
7655,e17d0e26,9,0.964
7656,e18b0d04,3,0.887
7657,e18f1892,8,0.975
7658,e19081d2,2,0.957
7659,e19e9f58,8,0.987
7660,e1b05cd4,6,0.97
7661,e1b4ff3d,11,0.964
7662,e1b76979,2,0.988
7663,e1b8d706,7,0.943
7664,e1c4439a,0,0.951
7665,e1c64f62,11,0.947
7666,e1d356a1,9,0.953
7667,e1d8bd56,8,0.984
7668,e1da530d,8,0.924
7669,e1e3272e,8,0.958
7670,e1e617d2,10,0.923
7671,e1e8daaf,9,0.9319999999999999
7672,e1eda4e6,0,0.923
7673,e1f1a5ae,9,0.96
7674,e204593e,2,0.884
7675,e21146ca,8,0.972
7676,e21338d9,7,0.958
7677,e21368c4,9,0.972
7678,e21f1951,8,0.996
7679,e23ad4d7,9,0.954
7680,e241cdbb,7,0.929
7681,e2486dee,8,0.918
7682,e252ae31,7,0.98
7683,e252c18f,7,0.981
7684,e253ed6c,6,0.21199999999999997
7685,e254e9ba,8,0.959
7686,e25b2de7,8,0.907
7687,e263f98e,1,0.951
7688,e26685ae,5,0.902
7689,e266d647,8,0.704
7690,e279b18c,10,0.899
7691,e27f28be,0,0.954
7692,e280b5a9,8,0.949
7693,e287667f,5,0.952
7694,e295ae10,3,0.962
7695,e29cb259,11,0.96
7696,e29d3a7b,8,0.955
7697,e29d520f,7,0.974
7698,e2ad9894,8,0.953
7699,e2b11814,9,0.969
7700,e2c14b82,3,0.956
7701,e2cf2d7a,8,0.937
7702,e2d56a10,11,0.957
7703,e2d5e055,8,0.924
7704,e2e41d0d,0,0.906
7705,e2f4203c,0,0.951
7706,e2fa35bb,2,0.8220000000000001
7707,e30e1d25,7,0.954
7708,e310a416,8,0.956
7709,e31b7aec,8,0.967
7710,e3278f3e,7,0.966
7711,e32e8c0b,9,0.968
7712,e33a913f,9,0.979
7713,e340b22a,9,0.968
7714,e355796b,7,0.957
7715,e35964f5,8,0.951
7716,e35eb1ae,1,0.871
7717,e36dfdf8,11,0.933
7718,e36f0ec0,1,0.913
7719,e36fa02c,11,0.9319999999999999
7720,e3720456,8,0.951
7721,e37e501a,10,0.954
7722,e37f2403,9,0.9410000000000001
7723,e37fc744,8,0.973
7724,e3816cd7,4,0.9410000000000001
7725,e38bf941,11,0.952
7726,e38e362a,9,0.906
7727,e3906078,7,0.962
7728,e3a3dba4,9,0.901
7729,e3a9aef0,7,0.9390000000000001
7730,e3b332d0,8,0.986
7731,e3bd1266,10,0.966
7732,e3bd6027,8,0.925
7733,e3bdf947,8,0.956
7734,e3bf5d3d,1,0.9
7735,e3c79b29,3,0.959
7736,e3cb7a58,9,0.969
7737,e3ceefb3,5,0.955
7738,e3d23fef,8,0.973
7739,e3d96dda,7,0.969
7740,e3db0f9a,10,0.965
7741,e3ecb136,9,0.9319999999999999
7742,e3f58a07,10,0.779
7743,e3fafb5c,9,0.966
7744,e3fd0650,6,0.918
7745,e3ffa213,9,0.91
7746,e4095681,5,0.981
7747,e409783c,7,0.933
7748,e40c47ad,9,0.922
7749,e41d2ded,8,0.958
7750,e422754b,9,0.974
7751,e424580f,8,0.974
7752,e432659c,8,0.994
7753,e4401c59,1,0.914
7754,e448078c,7,0.98
7755,e44bc1a1,8,0.959
7756,e455e130,8,0.969
7757,e45ca97e,7,0.961
7758,e45f56a1,8,0.983
7759,e462c395,4,0.873
7760,e4693b50,9,0.962
7761,e469b173,9,0.961
7762,e4884e59,7,0.911
7763,e4910847,10,0.974
7764,e4a457fa,8,0.974
7765,e4a86959,9,0.962
7766,e4aae82c,9,0.943
7767,e4ae915c,9,0.9359999999999999
7768,e4c04511,7,0.9359999999999999
7769,e4c1f1e9,7,0.96
7770,e4c24c81,5,0.976
7771,e4cd505a,8,0.969
7772,e4cdf41b,9,0.962
7773,e4d81bcb,7,0.943
7774,e4dfbd40,11,0.91
7775,e4e7145b,8,0.974
7776,e4f1747b,9,0.956
7777,e4f683a7,8,0.913
7778,e4f9104d,10,0.865
7779,e4fa68e1,10,0.973
7780,e4faff6d,10,0.969
7781,e50e7eff,9,0.931
7782,e50f0a5c,0,0.959
7783,e51147f9,9,0.938
7784,e51a836c,7,0.905
7785,e52adc9f,2,0.964
7786,e52bc753,8,0.968
7787,e532a92d,0,0.955
7788,e5347ecb,9,0.926
7789,e536bdf4,7,0.955
7790,e53801a9,7,0.971
7791,e540c7c6,8,0.909
7792,e542bfa7,0,0.945
7793,e5443df0,9,0.964
7794,e54acd9d,1,0.952
7795,e54ece78,8,0.974
7796,e575b001,8,0.9319999999999999
7797,e58744df,8,0.916
7798,e587db99,0,0.953
7799,e5883804,2,0.859
7800,e5a747e4,8,0.99
7801,e5af1cbb,0,0.959
7802,e5b219e5,8,0.918
7803,e5ba9244,8,0.94
7804,e5c5755e,0,0.912
7805,e5cb5edb,10,0.915
7806,e5d8a616,1,0.947
7807,e5e4ea5a,10,0.947
7808,e5e6db34,7,0.973
7809,e5ebb44d,10,0.958
7810,e5f4f6dd,0,0.944
7811,e6062ed2,7,0.953
7812,e6195fb9,9,0.956
7813,e61b3437,3,0.952
7814,e61d23b5,10,0.958
7815,e61ea4ab,7,0.9299999999999999
7816,e622c974,0,0.952
7817,e625ddc8,0,0.98
7818,e6325e89,7,0.9410000000000001
7819,e64367f7,0,0.84
7820,e64aa469,8,0.942
7821,e651a5e0,8,0.962
7822,e66b7c08,7,0.973
7823,e673bfab,7,0.908
7824,e675915b,5,0.938
7825,e67647a1,7,0.906
7826,e67fdafc,10,0.916
7827,e686c3cc,2,0.965
7828,e69a9ea5,0,0.933
7829,e69fe3d8,8,0.964
7830,e6a04c4a,8,0.917
7831,e6a89094,3,0.892
7832,e6b16917,11,0.971
7833,e6bb55ee,8,0.903
7834,e6c3498d,10,0.954
7835,e6c8bdd2,11,0.984
7836,e6d173c7,8,0.958
7837,e6d431fc,8,0.907
7838,e6d477d4,9,0.922
7839,e6d52e99,8,0.928
7840,e6ddaf54,7,0.955
7841,e6f21c39,8,0.948
7842,e6f48bb2,9,0.953
7843,e7077935,8,0.987
7844,e70da633,5,0.953
7845,e719e298,10,0.909
7846,e721658c,10,0.978
7847,e72b7243,9,0.92
7848,e7325413,7,0.957
7849,e7374f01,7,0.9390000000000001
7850,e73cc850,3,0.853
7851,e7535960,8,0.917
7852,e75bf92a,8,0.942
7853,e75c5651,2,0.7070000000000001
7854,e75df901,4,0.626
7855,e7645df0,8,0.943
7856,e76aade6,10,0.959
7857,e776c93d,7,0.9339999999999999
7858,e7871d47,8,0.957
7859,e7882ddc,8,0.92
7860,e78ce0af,8,0.901
7861,e79c7126,7,0.984
7862,e7a14809,8,0.971
7863,e7a2e2fe,9,0.916
7864,e7a32175,0,0.988
7865,e7a79165,8,0.921
7866,e7b339f6,8,0.973
7867,e7b74bb0,10,0.968
7868,e7ba91d1,7,0.953
7869,e7bad74e,3,0.935
7870,e7bfd172,9,0.973
7871,e7cb1429,11,0.953
7872,e7d32c58,8,0.986
7873,e7d78b62,8,0.957
7874,e7e7b215,8,0.96
7875,e7e83ae5,0,0.9319999999999999
7876,e80fb9cc,11,0.954
7877,e816bfa1,8,0.963
7878,e824e855,11,0.948
7879,e82df6a3,8,0.955
7880,e82fd76b,8,0.963
7881,e830cecd,8,0.946
7882,e832918b,11,0.929
7883,e8341b66,1,0.871
7884,e837616a,6,0.96
7885,e83aedca,3,0.986
7886,e8425996,4,0.758
7887,e8425b71,9,0.937
7888,e847acf9,9,0.923
7889,e847d5dc,9,0.976
7890,e84d8369,1,0.971
7891,e84ea23c,9,0.955
7892,e84f6c93,11,0.969
7893,e84faa4c,10,0.945
7894,e853e0f3,8,0.953
7895,e8554baf,10,0.952
7896,e85ee306,8,0.985
7897,e85f584c,8,0.9410000000000001
7898,e8616ad8,9,0.946
7899,e86654af,7,0.953
7900,e86f22cc,8,0.954
7901,e877e239,7,0.919
7902,e87847de,8,0.966
7903,e87fc260,8,0.968
7904,e8a4d236,7,0.965
7905,e8ab54e7,3,0.875
7906,e8ac2313,0,0.96
7907,e8bd126c,7,0.964
7908,e8c6c093,8,0.974
7909,e8d44a57,3,0.923
7910,e8d90800,7,0.924
7911,e8db6e0c,8,0.949
7912,e8f2bb65,8,0.907
7913,e8f38e32,9,0.925
7914,e8f88b6b,10,0.952
7915,e907db32,8,0.979
7916,e90c4152,0,0.966
7917,e9138905,8,0.914
7918,e9188b1f,10,0.961
7919,e919d917,8,0.9319999999999999
7920,e935c106,11,0.963
7921,e94d00f5,8,0.964
7922,e95183a3,4,0.953
7923,e9543f4e,9,0.981
7924,e96ffb44,7,0.938
7925,e980e171,3,0.931
7926,e9865bbd,7,0.921
7927,e98df0c5,10,0.959
7928,e9a88106,0,0.99
7929,e9aa9af8,2,0.972
7930,e9b42f7e,10,0.964
7931,e9b7f97f,10,0.95
7932,e9b82f20,7,0.991
7933,e9c2cbd3,9,0.977
7934,e9d2a8a0,8,0.981
7935,e9d2b233,9,0.962
7936,e9dcc4a7,8,0.926
7937,e9e2a24f,3,0.982
7938,e9e44943,9,0.91
7939,e9ec178e,11,0.954
7940,e9f6c446,10,0.917
7941,e9fe415a,10,0.9339999999999999
7942,ea00ad86,7,0.951
7943,ea097500,8,0.997
7944,ea0e2625,3,0.959
7945,ea10032a,6,0.873
7946,ea2604de,8,0.978
7947,ea292079,4,0.959
7948,ea33ade6,8,0.903
7949,ea3e1805,9,0.958
7950,ea44f41d,10,0.974
7951,ea4a9c0a,8,0.961
7952,ea507704,9,0.974
7953,ea567179,5,0.954
7954,ea580a6e,11,0.905
7955,ea76ef54,8,0.962
7956,ea79fa40,7,0.917
7957,ea7fc38d,7,0.957
7958,ea84614d,9,0.928
7959,ea97d895,11,0.962
7960,ea9c076a,9,0.917
7961,eaa60980,0,0.952
7962,eaa7ead4,10,0.963
7963,eaa8325b,8,0.97
7964,eaab556a,6,0.281
7965,eaae97ba,9,0.963
7966,eab15da2,9,0.987
7967,eab7fc70,10,0.959
7968,eac13051,0,0.971
7969,eac2a4ae,7,0.9390000000000001
7970,eac5bebc,10,0.97
7971,eac80007,6,0.955
7972,ead45b64,9,0.973
7973,eadc5657,3,0.904
7974,eae1dca2,0,0.913
7975,eae5b770,1,0.962
7976,eae95f62,11,0.913
7977,eaeda605,0,0.977
7978,eaee13e7,10,0.98
7979,eaf7fd62,0,0.976
7980,eafaf1cb,9,0.974
7981,eb018224,5,0.775
7982,eb049662,7,0.963
7983,eb2572b7,0,0.886
7984,eb2786b3,10,0.971
7985,eb2bf098,8,0.9299999999999999
7986,eb308707,11,0.978
7987,eb4914d9,10,0.952
7988,eb491e9f,8,0.947
7989,eb4f944d,8,0.9339999999999999
7990,eb51fd4d,1,0.29700000000000004
7991,eb54a0c2,8,0.9359999999999999
7992,eb5f18f6,5,0.935
7993,eb67d553,10,0.902
7994,eb6ffc4e,7,0.99
7995,eb757e25,3,0.895
7996,eb766a55,8,0.908
7997,eb820135,1,0.966
7998,eb940da6,8,0.931
7999,ebac9596,9,0.982
8000,ebae21a6,11,0.964
8001,ebb661c8,0,0.918
8002,ebc4955c,9,0.949
8003,ebca776d,2,0.925
8004,ebcf30b0,2,0.877
8005,ebddcc4f,9,0.962
8006,ebe34a7f,10,0.907
8007,ebe84737,6,0.777
8008,ebe8814a,9,0.971
8009,ebeb1c02,2,0.903
8010,ebfa8b82,4,0.895
8011,ebff202d,8,0.952
8012,ec0171af,4,0.915
8013,ec019b46,7,0.979
8014,ec10f068,9,0.975
8015,ec15d5cd,11,0.964
8016,ec1f5511,8,0.946
8017,ec2c78e6,8,0.97
8018,ec313c8d,8,0.96
8019,ec3140ec,9,0.97
8020,ec31a809,8,0.956
8021,ec40aca0,8,0.96
8022,ec555861,9,0.966
8023,ec6004df,5,0.969
8024,ec73a932,2,0.964
8025,ec76f4be,8,0.985
8026,ec77783e,7,0.953
8027,ec77c829,0,0.952
8028,ec9352c0,7,0.935
8029,eca88e4b,0,0.916
8030,ecb7a5fd,0,0.948
8031,ecba1a1d,8,0.982
8032,ecc10a7c,9,0.953
8033,ecc20a65,9,0.938
8034,eccaec21,11,0.964
8035,ecccd961,9,0.928
8036,eccdb6a3,8,0.9339999999999999
8037,ecce62ba,1,0.9359999999999999
8038,ece27562,3,0.962
8039,ece399e7,9,0.944
8040,ecea0f57,7,0.917
8041,ecf4ce9d,8,0.911
8042,ed08f055,9,0.964
8043,ed10e52f,8,0.966
8044,ed16995e,8,0.994
8045,ed1f3e49,7,0.963
8046,ed1f6163,9,0.871
8047,ed239f92,8,0.94
8048,ed265123,2,0.937
8049,ed28aa61,0,0.959
8050,ed2aa387,9,0.971
8051,ed2f7a7c,8,0.968
8052,ed3fcba5,9,0.944
8053,ed504813,5,0.903
8054,ed536da9,11,0.952
8055,ed541e52,7,0.981
8056,ed5ff212,8,0.917
8057,ed77f3f3,10,0.973
8058,ed77f51b,3,0.904
8059,ed7c8d8d,2,0.884
8060,ed7cbc30,8,0.921
8061,ed838f7e,11,0.892
8062,ed84be75,8,0.26
8063,ed8c8de0,8,0.9410000000000001
8064,ed8e0ce6,3,0.858
8065,ed90c19b,0,0.965
8066,ed970ac7,5,0.33799999999999997
8067,ed979057,3,0.97
8068,eda19645,11,0.919
8069,eda60660,8,0.962
8070,edaa8e83,9,0.881
8071,edaf19de,7,0.947
8072,edb3407e,7,0.954
8073,edb8698a,9,0.97
8074,edc8fd24,8,0.917
8075,edd6a68a,8,0.962
8076,edd8f827,8,0.945
8077,ede2b4a2,0,0.951
8078,ede91d39,10,0.966
8079,edf496e6,9,0.922
8080,ee00c4b2,0,0.928
8081,ee0783ca,10,0.961
8082,ee080356,9,0.948
8083,ee0e1ddd,9,0.901
8084,ee157191,2,0.972
8085,ee172e59,0,0.971
8086,ee1bcc89,0,0.9319999999999999
8087,ee1fdff6,8,0.958
8088,ee25c912,8,0.962
8089,ee2da27a,0,0.906
8090,ee3be0be,4,0.9339999999999999
8091,ee4dbe3f,8,0.957
8092,ee563159,9,0.983
8093,ee631687,7,0.9390000000000001
8094,ee66db14,2,0.989
8095,ee7514d1,0,0.951
8096,ee832015,9,0.979
8097,ee90407b,9,0.957
8098,ee98e98b,8,0.956
8099,eeae5c59,7,0.915
8100,eeb02f3f,9,0.955
8101,eeb08c0b,11,0.902
8102,eeb14fd0,7,0.988
8103,eeb5652c,9,0.962
8104,eeb7f0e3,8,0.9299999999999999
8105,eeb8ef44,0,0.957
8106,eebbfcbe,3,0.886
8107,eec2b006,8,0.967
8108,eecc8f1d,8,0.972
8109,eecfe9eb,3,0.843
8110,eee3ce3a,8,0.942
8111,eee5583b,7,0.94
8112,eee9a66a,3,0.961
8113,eef2145a,8,0.967
8114,eefcca11,8,0.965
8115,ef00825c,0,0.951
8116,ef0401c2,9,0.96
8117,ef06cf10,0,0.954
8118,ef1245aa,8,0.962
8119,ef167fe5,11,0.92
8120,ef183f2d,9,0.956
8121,ef1dbabe,8,0.899
8122,ef4545bf,10,0.962
8123,ef4962b2,10,0.955
8124,ef4c9aaf,0,0.953
8125,ef4e10ce,8,0.951
8126,ef506254,7,0.98
8127,ef522d32,9,0.959
8128,ef535970,9,0.955
8129,ef578500,11,0.9319999999999999
8130,ef683082,7,0.935
8131,ef699037,7,0.94
8132,ef728e85,8,0.962
8133,ef7ae9ae,8,0.955
8134,ef7b7ccb,1,0.95
8135,ef7ec1d9,0,0.957
8136,ef95747a,7,0.957
8137,ef957a4d,8,0.96
8138,efae77ea,8,0.931
8139,efb42298,8,0.993
8140,efbaeda6,8,0.832
8141,efbbc453,9,0.976
8142,efbe2efa,7,0.966
8143,efbfd084,10,0.907
8144,efc43861,8,0.954
8145,efc7a54b,9,0.966
8146,efc8cdad,0,0.931
8147,efcf3465,7,0.973
8148,efdb2ee3,9,0.804
8149,efdf50ed,11,0.973
8150,efe2f801,9,0.955
8151,efeed634,8,0.959
8152,eff6482c,2,0.962
8153,effaca29,4,0.964
8154,f003a557,9,0.963
8155,f00884d1,10,0.957
8156,f0105dd8,7,0.967
8157,f0113922,8,0.96
8158,f016331a,1,0.833
8159,f01df1d3,0,0.9390000000000001
8160,f02eb5b2,8,0.911
8161,f0335851,4,0.927
8162,f034ea7f,7,0.92
8163,f03651f4,9,0.947
8164,f03ca9d2,10,0.959
8165,f044715b,5,0.962
8166,f06699a9,2,0.838
8167,f06736d1,6,0.652
8168,f071cd25,8,0.969
8169,f0772f2a,9,0.965
8170,f08574ba,11,0.971
8171,f08e606b,9,0.918
8172,f0918ae0,11,0.935
8173,f099742b,8,0.938
8174,f09f3089,8,0.954
8175,f09fa6dc,7,0.911
8176,f0a28ec6,8,0.964
8177,f0a68545,1,0.963
8178,f0be8867,9,0.969
8179,f0cbb367,8,0.97
8180,f0d3d72b,8,0.962
8181,f0f862b8,8,0.982
8182,f1042c21,11,0.968
8183,f10967b6,7,0.968
8184,f10af197,2,0.98
8185,f112fcf1,10,0.953
8186,f114cb13,0,0.949
8187,f1150756,0,0.913
8188,f11ac7b6,10,0.927
8189,f11ecfea,8,0.96
8190,f12c67bb,8,0.995
8191,f1369860,8,0.978
8192,f151753a,10,0.965
8193,f1522664,0,0.984
8194,f155baaf,7,0.972
8195,f171c7e3,11,0.97
8196,f176b3eb,7,0.957
8197,f19b5fa2,0,0.956
8198,f19ea7b7,9,0.931
8199,f1a06eb1,11,0.953
8200,f1aacb81,10,0.957
8201,f1b40888,8,0.971
8202,f1baa9a3,9,0.918
8203,f1bbfd86,1,0.953
8204,f1d20beb,7,0.948
8205,f1d4aab6,8,0.961
8206,f1d755ca,8,0.958
8207,f1ded287,8,0.964
8208,f1e82114,7,0.954
8209,f1ef7ade,8,0.976
8210,f1fda14f,9,0.952
8211,f205e125,1,0.919
8212,f2072e7e,3,0.855
8213,f209a568,0,0.953
8214,f219fc49,10,0.957
8215,f22458ce,7,0.999
8216,f2264da7,9,0.978
8217,f2351802,8,0.913
8218,f2367e36,8,0.912
8219,f23f9600,8,0.952
8220,f24c04a6,9,0.913
8221,f251a001,11,0.96
8222,f2591902,7,0.97
8223,f266e39a,7,0.948
8224,f26a7aa8,9,0.914
8225,f26cfe93,7,0.944
8226,f272c144,4,0.845
8227,f273e275,8,0.955
8228,f2800d96,8,0.966
8229,f28924dc,10,0.923
8230,f29e10ee,0,0.95
8231,f2a37517,6,0.913
8232,f2ab195a,11,0.91
8233,f2ac5ea3,9,0.9299999999999999
8234,f2ae7c68,9,0.973
8235,f2b8025c,10,0.977
8236,f2c4e032,0,0.908
8237,f2cc29d5,8,0.971
8238,f2d08ea3,7,0.94
8239,f2d6257e,9,0.97
8240,f2d7a8e0,6,0.95
8241,f2db00dd,3,0.943
8242,f2dd694a,7,0.973
8243,f2e12e05,8,0.999
8244,f2e15209,7,0.969
8245,f30802c2,7,0.953
8246,f30a6bdc,2,0.953
8247,f30b6dd3,0,0.962
8248,f31fc9a8,8,0.986
8249,f320e2e3,7,0.967
8250,f32495d5,5,0.954
8251,f330d81d,7,0.901
8252,f334d779,7,0.952
8253,f33f95d0,11,0.968
8254,f344028c,4,0.9319999999999999
8255,f34567ab,9,0.956
8256,f358c5f6,8,0.888
8257,f35d1dbb,7,0.967
8258,f37e424d,8,0.924
8259,f38e2814,8,0.969
8260,f39d36d1,7,0.929
8261,f3ac4e8e,9,0.986
8262,f3acc9ed,8,0.964
8263,f3c74855,6,0.964
8264,f3d3d12e,8,0.962
8265,f3d40af0,10,0.949
8266,f3d52649,10,0.969
8267,f3d5dd5a,11,0.957
8268,f3d667c2,8,0.922
8269,f3dbe8d7,9,0.945
8270,f3e6a4a6,9,0.959
8271,f3e959c2,9,0.95
8272,f3eafc20,4,0.921
8273,f3ece2a5,4,0.978
8274,f3f3254e,9,0.952
8275,f3fb0390,5,0.884
8276,f3fcdc17,10,0.96
8277,f40c50cb,10,0.96
8278,f4125905,8,0.914
8279,f41894d9,11,0.8089999999999999
8280,f41af028,8,0.923
8281,f42af1ea,0,0.961
8282,f42edd83,8,0.956
8283,f445ba9b,7,0.954
8284,f449dd86,0,0.91
8285,f44c75c0,9,0.96
8286,f457df2a,8,0.976
8287,f45e820f,4,0.767
8288,f46605d1,5,0.891
8289,f4767c5a,7,0.965
8290,f47a33e3,0,0.929
8291,f48b8f7c,10,0.961
8292,f4a17e04,7,0.971
8293,f4a212e3,8,0.927
8294,f4a9be0b,7,0.947
8295,f4c11dc6,0,0.967
8296,f4cdf377,9,0.911
8297,f4d89d4a,7,0.906
8298,f4e11e4a,8,0.953
8299,f4e1f90f,10,0.938
8300,f4e7d700,9,0.955
8301,f4f55bab,8,0.975
8302,f4f8b74a,9,0.926
8303,f4fa9eca,0,0.905
8304,f506b255,8,0.92
8305,f5077b99,5,0.92
8306,f5157625,9,0.927
8307,f51dda0e,7,0.916
8308,f5279346,0,0.956
8309,f527a990,8,0.97
8310,f52c3a8e,8,0.955
8311,f5315f7a,8,0.976
8312,f539fe87,0,0.912
8313,f54326cf,0,0.971
8314,f5487cff,11,0.952
8315,f54913e7,0,0.937
8316,f55b59bc,9,0.97
8317,f5697e0c,2,0.944
8318,f5721d97,8,0.905
8319,f572e37f,1,0.852
8320,f579f6be,8,0.961
8321,f588ade5,1,0.983
8322,f58bdf95,10,0.958
8323,f58cf8e9,9,0.964
8324,f5963a00,4,0.97
8325,f59749b1,10,0.912
8326,f597a8b1,0,0.98
8327,f599a44f,9,0.908
8328,f5a17191,9,0.955
8329,f5a4ad25,10,0.973
8330,f5a76fcb,7,0.97
8331,f5a834c7,8,0.98
8332,f5aae3d7,9,0.915
8333,f5ae1797,11,0.968
8334,f5b78357,9,0.911
8335,f5c0b165,8,0.963
8336,f5c5ab4a,0,0.946
8337,f5caa467,9,0.954
8338,f5cb663c,7,0.41800000000000004
8339,f5d88b97,9,0.96
8340,f5d934ef,7,0.916
8341,f5e3257b,8,0.946
8342,f5eae812,4,0.943
8343,f5f8cffe,5,0.886
8344,f5ff73a9,8,0.9410000000000001
8345,f60082f5,0,0.911
8346,f60b9282,7,0.923
8347,f60fb023,10,0.904
8348,f6127564,11,0.926
8349,f619448a,3,0.957
8350,f6250b9b,9,0.964
8351,f6398bfb,8,0.916
8352,f63ecfda,4,0.951
8353,f6652557,0,0.958
8354,f666a77d,7,0.44899999999999995
8355,f6678ffd,10,0.961
8356,f66ae7f0,9,0.9319999999999999
8357,f67638c7,9,0.978
8358,f67639e7,2,0.959
8359,f678cfaf,5,0.956
8360,f680f6b5,6,0.898
8361,f6a5b8ff,8,0.952
8362,f6ad3330,7,0.954
8363,f6af776d,9,0.991
8364,f6b573b3,9,0.912
8365,f6b64e7f,0,0.929
8366,f6c18ad0,1,0.896
8367,f6c908ee,0,0.903
8368,f6c9ff13,10,0.952
8369,f6cb64f9,10,0.949
8370,f6d4fbe2,8,0.977
8371,f6e46975,7,0.912
8372,f6ec5176,0,0.9359999999999999
8373,f6f138c0,5,0.98
8374,f6fbdff1,8,0.927
8375,f6fc090f,8,0.996
8376,f70059c3,10,0.96
8377,f704710a,0,0.958
8378,f707aaad,3,0.9
8379,f7084b88,8,0.957
8380,f718efc7,2,0.973
8381,f719316c,8,0.954
8382,f72870cc,0,0.915
8383,f72c6025,8,0.963
8384,f73b9af3,9,0.903
8385,f7442ee3,8,0.878
8386,f74f7080,8,0.946
8387,f753f402,8,0.968
8388,f7566d5e,8,0.92
8389,f759abdc,2,0.924
8390,f75b7d1e,4,0.88
8391,f75f7f00,1,0.837
8392,f773ea86,0,0.73
8393,f775fe5e,8,0.909
8394,f7776e75,0,0.976
8395,f77ac2f5,7,0.96
8396,f77c4b52,8,0.945
8397,f786b817,2,0.952
8398,f7a0ab09,8,0.967
8399,f7ab191d,10,0.902
8400,f7acb2ac,9,0.979
8401,f7ad57c5,8,0.938
8402,f7aebe5b,9,0.99
8403,f7b0625e,9,0.977
8404,f7b23c21,7,0.965
8405,f7c34336,9,0.937
8406,f7c91c61,7,0.958
8407,f7e9cf70,8,0.957
8408,f7ed3273,5,0.6990000000000001
8409,f7ee75e3,0,0.951
8410,f7f3e6e5,9,0.971
8411,f7f447cc,9,0.922
8412,f7f98481,1,0.896
8413,f7fcd82b,0,0.958
8414,f807f688,11,0.968
8415,f80ea279,8,0.962
8416,f814c1da,10,0.968
8417,f8170612,0,0.918
8418,f819aa80,0,0.968
8419,f822769e,10,0.49
8420,f824d7f4,8,0.969
8421,f827c209,7,0.961
8422,f8396033,10,0.96
8423,f83f9529,8,0.933
8424,f845b38e,0,0.91
8425,f851320e,8,0.984
8426,f85aa7af,8,0.954
8427,f8695758,9,0.961
8428,f872f23c,9,0.964
8429,f874863e,8,0.935
8430,f87ab849,7,0.961
8431,f8843171,2,0.921
8432,f88436e6,10,0.972
8433,f8851c3e,8,0.984
8434,f8889455,1,0.967
8435,f88d63e1,0,0.97
8436,f896cb2a,9,0.905
8437,f8a5bbb2,1,0.937
8438,f8ae4b99,8,0.903
8439,f8b1eefd,7,0.981
8440,f8b45c5c,7,0.9390000000000001
8441,f8b949a2,7,0.987
8442,f8c53b5b,8,0.965
8443,f8ca9290,8,0.979
8444,f8cf7447,8,0.9319999999999999
8445,f8e3a0f6,7,0.969
8446,f8e78ab4,0,0.968
8447,f8e8a02c,8,0.933
8448,f8eb5691,0,0.959
8449,f8f2eb7d,1,0.975
8450,f8f4035b,8,0.949
8451,f8fd824a,0,0.959
8452,f9008ad8,8,0.976
8453,f90477a3,8,0.957
8454,f90e1f83,8,0.955
8455,f913947b,9,0.946
8456,f91deed4,7,0.981
8457,f9247436,8,0.99
8458,f9259a3a,8,0.923
8459,f92b340d,10,0.964
8460,f92b77f2,8,0.972
8461,f9311eea,9,0.996
8462,f935edee,0,0.961
8463,f9371647,9,0.966
